"Order.ID","Order.Date","Ship.Mode","Segment","State","Region","Category","Sub.Category","Sales","Quantity","Discount","Profit","profit_margin","profit_status","discount_band","order_year","order_quarter"
"CA-2014-105893",2014-11-11,"Standard Class","Consumer","Wisconsin","Central","Office Supplies","Storage",665.88,6,0,13.3176,2,"Profit","No Discount (0%)",2014,"Q4"
"CA-2014-167164",2014-05-13,"Second Class","Consumer","Utah","West","Office Supplies","Storage",55.5,2,0,9.99,18,"Profit","No Discount (0%)",2014,"Q2"
"CA-2014-143336",2014-08-27,"Second Class","Consumer","California","West","Office Supplies","Art",8.56,2,0,2.4824,29,"Profit","No Discount (0%)",2014,"Q3"
"CA-2014-143336",2014-08-27,"Second Class","Consumer","California","West","Technology","Phones",213.48,3,0.2,16.011,7.5,"Profit","Medium (11-20%)",2014,"Q3"
"CA-2014-143336",2014-08-27,"Second Class","Consumer","California","West","Office Supplies","Binders",22.72,4,0.2,7.384,32.5,"Profit","Medium (11-20%)",2014,"Q3"
"CA-2016-137330",2016-12-09,"Standard Class","Corporate","Nebraska","Central","Office Supplies","Art",19.46,7,0,5.0596,26,"Profit","No Discount (0%)",2016,"Q4"
"CA-2016-137330",2016-12-09,"Standard Class","Corporate","Nebraska","Central","Office Supplies","Appliances",60.34,7,0,15.6884,26,"Profit","No Discount (0%)",2016,"Q4"
"US-2017-156909",2017-07-16,"Second Class","Consumer","Pennsylvania","East","Furniture","Chairs",71.372,2,0.3,-1.0196,-1.43,"Loss","High (21-30%)",2017,"Q3"
"CA-2015-106320",2015-09-25,"Standard Class","Consumer","Utah","West","Furniture","Tables",1044.63,3,0,240.2649,23,"Profit","No Discount (0%)",2015,"Q3"
"CA-2016-121755",2016-01-16,"Second Class","Consumer","California","West","Office Supplies","Binders",11.648,2,0.2,4.2224,36.25,"Profit","Medium (11-20%)",2016,"Q1"
"CA-2016-121755",2016-01-16,"Second Class","Consumer","California","West","Technology","Accessories",90.57,3,0,11.7741,13,"Profit","No Discount (0%)",2016,"Q1"
"US-2015-150630",2015-09-17,"Standard Class","Consumer","Pennsylvania","East","Furniture","Bookcases",3083.43,7,0.5,-1665.0522,-54,"Loss","Very High (31%+)",2015,"Q3"
"US-2015-150630",2015-09-17,"Standard Class","Consumer","Pennsylvania","East","Office Supplies","Binders",9.618,2,0.7,-7.0532,-73.33,"Loss","Very High (31%+)",2015,"Q3"
"US-2015-150630",2015-09-17,"Standard Class","Consumer","Pennsylvania","East","Furniture","Furnishings",124.2,3,0.2,15.525,12.5,"Profit","Medium (11-20%)",2015,"Q3"
"US-2015-150630",2015-09-17,"Standard Class","Consumer","Pennsylvania","East","Office Supplies","Envelopes",3.264,2,0.2,1.1016,33.75,"Profit","Medium (11-20%)",2015,"Q3"
"US-2015-150630",2015-09-17,"Standard Class","Consumer","Pennsylvania","East","Office Supplies","Art",86.304,6,0.2,9.7092,11.25,"Profit","Medium (11-20%)",2015,"Q3"
"US-2015-150630",2015-09-17,"Standard Class","Consumer","Pennsylvania","East","Office Supplies","Binders",6.858,6,0.7,-5.715,-83.33,"Loss","Very High (31%+)",2015,"Q3"
"US-2015-150630",2015-09-17,"Standard Class","Consumer","Pennsylvania","East","Office Supplies","Art",15.76,2,0.2,3.546,22.5,"Profit","Medium (11-20%)",2015,"Q3"
"CA-2017-107727",2017-10-19,"Second Class","Home Office","Texas","Central","Office Supplies","Paper",29.472,3,0.2,9.9468,33.75,"Profit","Medium (11-20%)",2017,"Q4"
"CA-2016-117590",2016-12-08,"First Class","Corporate","Texas","Central","Technology","Phones",1097.544,7,0.2,123.4737,11.25,"Profit","Medium (11-20%)",2016,"Q4"
"CA-2016-117590",2016-12-08,"First Class","Corporate","Texas","Central","Furniture","Furnishings",190.92,5,0.6,-147.963,-77.5,"Loss","Very High (31%+)",2016,"Q4"
"CA-2015-117415",2015-12-27,"Standard Class","Home Office","Texas","Central","Office Supplies","Envelopes",113.328,9,0.2,35.415,31.25,"Profit","Medium (11-20%)",2015,"Q4"
"CA-2015-117415",2015-12-27,"Standard Class","Home Office","Texas","Central","Furniture","Bookcases",532.3992,3,0.32,-46.9764,-8.82,"Loss","Very High (31%+)",2015,"Q4"
"CA-2015-117415",2015-12-27,"Standard Class","Home Office","Texas","Central","Furniture","Chairs",212.058,3,0.3,-15.147,-7.14,"Loss","High (21-30%)",2015,"Q4"
"CA-2015-117415",2015-12-27,"Standard Class","Home Office","Texas","Central","Technology","Phones",371.168,4,0.2,41.7564,11.25,"Profit","Medium (11-20%)",2015,"Q4"
"CA-2017-120999",2017-09-10,"Standard Class","Corporate","Illinois","Central","Technology","Phones",147.168,4,0.2,16.5564,11.25,"Profit","Medium (11-20%)",2017,"Q3"
"CA-2016-101343",2016-07-17,"Standard Class","Corporate","California","West","Office Supplies","Storage",77.88,2,0,3.894,5,"Profit","No Discount (0%)",2016,"Q3"
"CA-2017-139619",2017-09-19,"Standard Class","Corporate","Florida","South","Office Supplies","Storage",95.616,2,0.2,9.5616,10,"Profit","Medium (11-20%)",2017,"Q3"
"CA-2016-118255",2016-03-11,"First Class","Corporate","Minnesota","Central","Technology","Accessories",45.98,2,0,19.7714,43,"Profit","No Discount (0%)",2016,"Q1"
"CA-2016-118255",2016-03-11,"First Class","Corporate","Minnesota","Central","Office Supplies","Binders",17.46,2,0,8.2062,47,"Profit","No Discount (0%)",2016,"Q1"
"CA-2014-146703",2014-10-20,"Second Class","Consumer","Michigan","Central","Office Supplies","Storage",211.96,4,0,8.4784,4,"Profit","No Discount (0%)",2014,"Q4"
"CA-2016-169194",2016-06-20,"Standard Class","Consumer","Delaware","East","Technology","Accessories",45,3,0,4.95,11,"Profit","No Discount (0%)",2016,"Q2"
"CA-2016-169194",2016-06-20,"Standard Class","Consumer","Delaware","East","Technology","Phones",21.8,2,0,6.104,28,"Profit","No Discount (0%)",2016,"Q2"
"CA-2015-115742",2015-04-18,"Standard Class","Consumer","Indiana","Central","Office Supplies","Binders",38.22,6,0,17.9634,47,"Profit","No Discount (0%)",2015,"Q2"
"CA-2015-115742",2015-04-18,"Standard Class","Consumer","Indiana","Central","Office Supplies","Labels",75.18,6,0,35.3346,47,"Profit","No Discount (0%)",2015,"Q2"
"CA-2015-115742",2015-04-18,"Standard Class","Consumer","Indiana","Central","Furniture","Furnishings",6.16,2,0,2.9568,48,"Profit","No Discount (0%)",2015,"Q2"
"CA-2015-115742",2015-04-18,"Standard Class","Consumer","Indiana","Central","Furniture","Chairs",89.99,1,0,17.0981,19,"Profit","No Discount (0%)",2015,"Q2"
"CA-2016-105816",2016-12-11,"Standard Class","Corporate","New York","East","Office Supplies","Fasteners",15.26,7,0,6.2566,41,"Profit","No Discount (0%)",2016,"Q4"
"CA-2016-105816",2016-12-11,"Standard Class","Corporate","New York","East","Technology","Phones",1029.95,5,0,298.6855,29,"Profit","No Discount (0%)",2016,"Q4"
"CA-2016-111682",2016-06-17,"First Class","Consumer","New York","East","Office Supplies","Storage",208.56,6,0,52.14,25,"Profit","No Discount (0%)",2016,"Q2"
"CA-2016-111682",2016-06-17,"First Class","Consumer","New York","East","Office Supplies","Paper",32.4,5,0,15.552,48,"Profit","No Discount (0%)",2016,"Q2"
"CA-2016-111682",2016-06-17,"First Class","Consumer","New York","East","Furniture","Chairs",319.41,5,0.1,7.098,2.22,"Profit","Low (1-10%)",2016,"Q2"
"CA-2016-111682",2016-06-17,"First Class","Consumer","New York","East","Office Supplies","Paper",14.56,2,0,6.9888,48,"Profit","No Discount (0%)",2016,"Q2"
"CA-2016-111682",2016-06-17,"First Class","Consumer","New York","East","Technology","Accessories",30,2,0,3.3,11,"Profit","No Discount (0%)",2016,"Q2"
"CA-2016-111682",2016-06-17,"First Class","Consumer","New York","East","Office Supplies","Binders",48.48,4,0.2,16.362,33.75,"Profit","Medium (11-20%)",2016,"Q2"
"CA-2016-111682",2016-06-17,"First Class","Consumer","New York","East","Office Supplies","Art",1.68,1,0,0.84,50,"Profit","No Discount (0%)",2016,"Q2"
"CA-2015-135545",2015-11-24,"Standard Class","Consumer","California","West","Technology","Accessories",13.98,2,0,6.1512,44,"Profit","No Discount (0%)",2015,"Q4"
"CA-2015-135545",2015-11-24,"Standard Class","Consumer","California","West","Office Supplies","Binders",25.824,6,0.2,9.3612,36.25,"Profit","Medium (11-20%)",2015,"Q4"
"CA-2015-135545",2015-11-24,"Standard Class","Consumer","California","West","Office Supplies","Paper",146.73,3,0,68.9631,47,"Profit","No Discount (0%)",2015,"Q4"
"CA-2015-135545",2015-11-24,"Standard Class","Consumer","California","West","Furniture","Furnishings",79.76,4,0,22.3328,28,"Profit","No Discount (0%)",2015,"Q4"
"US-2015-164175",2015-04-30,"Standard Class","Home Office","Illinois","Central","Furniture","Chairs",213.115,5,0.3,-15.2225,-7.14,"Loss","High (21-30%)",2015,"Q2"
"CA-2014-106376",2014-12-05,"Standard Class","Corporate","Arizona","West","Office Supplies","Art",1113.024,8,0.2,111.3024,10,"Profit","Medium (11-20%)",2014,"Q4"
"CA-2014-106376",2014-12-05,"Standard Class","Corporate","Arizona","West","Technology","Phones",167.968,4,0.2,62.988,37.5,"Profit","Medium (11-20%)",2014,"Q4"
"CA-2016-119823",2016-06-04,"First Class","Consumer","Virginia","South","Office Supplies","Paper",75.88,2,0,35.6636,47,"Profit","No Discount (0%)",2016,"Q2"
"CA-2016-106075",2016-09-18,"Standard Class","Consumer","New York","East","Office Supplies","Binders",4.616,1,0.2,1.731,37.5,"Profit","Medium (11-20%)",2016,"Q3"
"CA-2017-114440",2017-09-14,"Second Class","Consumer","Michigan","Central","Office Supplies","Paper",19.05,3,0,8.763,46,"Profit","No Discount (0%)",2017,"Q3"
"US-2015-134026",2015-04-26,"Standard Class","Consumer","Tennessee","South","Furniture","Chairs",831.936,8,0.2,-114.3912,-13.75,"Loss","Medium (11-20%)",2015,"Q2"
"US-2015-134026",2015-04-26,"Standard Class","Consumer","Tennessee","South","Furniture","Furnishings",97.04,2,0.2,1.213,1.25,"Profit","Medium (11-20%)",2015,"Q2"
"US-2015-134026",2015-04-26,"Standard Class","Consumer","Tennessee","South","Office Supplies","Storage",72.784,1,0.2,-18.196,-25,"Loss","Medium (11-20%)",2015,"Q2"
"US-2017-118038",2017-12-09,"First Class","Corporate","Texas","Central","Office Supplies","Binders",1.248,3,0.8,-1.9344,-155,"Loss","Very High (31%+)",2017,"Q4"
"US-2017-118038",2017-12-09,"First Class","Corporate","Texas","Central","Furniture","Furnishings",9.708,3,0.6,-5.8248,-60,"Loss","Very High (31%+)",2017,"Q4"
"US-2017-118038",2017-12-09,"First Class","Corporate","Texas","Central","Office Supplies","Storage",27.24,3,0.2,2.724,10,"Profit","Medium (11-20%)",2017,"Q4"
"US-2014-147606",2014-11-26,"Second Class","Consumer","Texas","Central","Furniture","Furnishings",19.3,5,0.6,-14.475,-75,"Loss","Very High (31%+)",2014,"Q4"
"CA-2016-127208",2016-06-12,"First Class","Corporate","Alabama","South","Office Supplies","Appliances",208.16,1,0,56.2032,27,"Profit","No Discount (0%)",2016,"Q2"
"CA-2016-127208",2016-06-12,"First Class","Corporate","Alabama","South","Office Supplies","Binders",16.74,3,0,8.0352,48,"Profit","No Discount (0%)",2016,"Q2"
"CA-2014-139451",2014-10-12,"Standard Class","Consumer","California","West","Office Supplies","Art",14.9,5,0,4.172,28,"Profit","No Discount (0%)",2014,"Q4"
"CA-2014-139451",2014-10-12,"Standard Class","Consumer","California","West","Office Supplies","Storage",21.39,1,0,6.2031,29,"Profit","No Discount (0%)",2014,"Q4"
"CA-2015-149734",2015-09-03,"Standard Class","Corporate","North Carolina","South","Office Supplies","Envelopes",200.984,7,0.2,62.8075,31.25,"Profit","Medium (11-20%)",2015,"Q3"
"US-2017-119662",2017-11-13,"First Class","Home Office","Illinois","Central","Office Supplies","Storage",230.376,3,0.2,-48.9549,-21.25,"Loss","Medium (11-20%)",2017,"Q4"
"CA-2017-140088",2017-05-28,"Second Class","Consumer","South Carolina","South","Furniture","Chairs",301.96,2,0,33.2156,11,"Profit","No Discount (0%)",2017,"Q2"
"CA-2017-155558",2017-10-26,"Standard Class","Consumer","Minnesota","Central","Technology","Accessories",19.99,1,0,6.7966,34,"Profit","No Discount (0%)",2017,"Q4"
"CA-2017-155558",2017-10-26,"Standard Class","Consumer","Minnesota","Central","Office Supplies","Labels",6.16,2,0,2.9568,48,"Profit","No Discount (0%)",2017,"Q4"
"CA-2016-159695",2016-04-05,"Second Class","Home Office","Texas","Central","Office Supplies","Storage",158.368,7,0.2,13.8572,8.75,"Profit","Medium (11-20%)",2016,"Q2"
"CA-2016-109806",2016-09-17,"Standard Class","Corporate","California","West","Office Supplies","Art",20.1,3,0,6.633,33,"Profit","No Discount (0%)",2016,"Q3"
"CA-2016-109806",2016-09-17,"Standard Class","Corporate","California","West","Technology","Phones",73.584,2,0.2,8.2782,11.25,"Profit","Medium (11-20%)",2016,"Q3"
"CA-2016-109806",2016-09-17,"Standard Class","Corporate","California","West","Office Supplies","Paper",6.48,1,0,3.1104,48,"Profit","No Discount (0%)",2016,"Q3"
"CA-2015-149587",2015-01-31,"Second Class","Consumer","Minnesota","Central","Office Supplies","Paper",12.96,2,0,6.2208,48,"Profit","No Discount (0%)",2015,"Q1"
"CA-2015-149587",2015-01-31,"Second Class","Consumer","Minnesota","Central","Furniture","Furnishings",53.34,3,0,16.5354,31,"Profit","No Discount (0%)",2015,"Q1"
"CA-2015-149587",2015-01-31,"Second Class","Consumer","Minnesota","Central","Office Supplies","Binders",32.96,2,0,16.1504,49,"Profit","No Discount (0%)",2015,"Q1"
"US-2017-109484",2017-11-06,"Standard Class","Home Office","Oregon","West","Office Supplies","Binders",5.682,1,0.7,-3.788,-66.67,"Loss","Very High (31%+)",2017,"Q4"
"CA-2017-161018",2017-11-09,"Second Class","Home Office","New York","East","Furniture","Furnishings",96.53,7,0,40.5426,42,"Profit","No Discount (0%)",2017,"Q4"
"CA-2017-157833",2017-06-17,"First Class","Consumer","California","West","Office Supplies","Binders",51.312,3,0.2,17.9592,35,"Profit","Medium (11-20%)",2017,"Q2"
"CA-2016-149223",2016-09-06,"Standard Class","Corporate","Minnesota","Central","Office Supplies","Appliances",77.88,6,0,22.5852,29,"Profit","No Discount (0%)",2016,"Q3"
"CA-2016-158568",2016-08-29,"Standard Class","Home Office","Illinois","Central","Office Supplies","Paper",64.624,7,0.2,22.6184,35,"Profit","Medium (11-20%)",2016,"Q3"
"CA-2016-158568",2016-08-29,"Standard Class","Home Office","Illinois","Central","Technology","Accessories",95.976,3,0.2,-10.7973,-11.25,"Loss","Medium (11-20%)",2016,"Q3"
"CA-2016-158568",2016-08-29,"Standard Class","Home Office","Illinois","Central","Office Supplies","Binders",1.788,3,0.8,-3.0396,-170,"Loss","Very High (31%+)",2016,"Q3"
"CA-2016-129903",2016-12-01,"Second Class","Consumer","Minnesota","Central","Office Supplies","Paper",23.92,4,0,11.7208,49,"Profit","No Discount (0%)",2016,"Q4"
"US-2015-156867",2015-11-13,"Standard Class","Consumer","Colorado","West","Technology","Accessories",238.896,6,0.2,-26.8758,-11.25,"Loss","Medium (11-20%)",2015,"Q4"
"US-2015-156867",2015-11-13,"Standard Class","Consumer","Colorado","West","Furniture","Furnishings",102.36,3,0.2,-3.8385,-3.75,"Loss","Medium (11-20%)",2015,"Q4"
"US-2015-156867",2015-11-13,"Standard Class","Consumer","Colorado","West","Office Supplies","Binders",36.882,3,0.7,-25.8174,-70,"Loss","Very High (31%+)",2015,"Q4"
"CA-2017-119004",2017-11-23,"Standard Class","Consumer","North Carolina","South","Technology","Accessories",74.112,8,0.2,17.6016,23.75,"Profit","Medium (11-20%)",2017,"Q4"
"CA-2017-119004",2017-11-23,"Standard Class","Consumer","North Carolina","South","Technology","Phones",27.992,1,0.2,2.0994,7.5,"Profit","Medium (11-20%)",2017,"Q4"
"CA-2017-119004",2017-11-23,"Standard Class","Consumer","North Carolina","South","Office Supplies","Art",3.304,1,0.2,1.0738,32.5,"Profit","Medium (11-20%)",2017,"Q4"
"CA-2015-129476",2015-10-15,"Standard Class","Home Office","Illinois","Central","Technology","Accessories",339.96,5,0.2,67.992,20,"Profit","Medium (11-20%)",2015,"Q4"
"CA-2017-146780",2017-12-25,"Standard Class","Corporate","New York","East","Furniture","Furnishings",41.96,2,0,10.9096,26,"Profit","No Discount (0%)",2017,"Q4"
"CA-2016-128867",2016-11-03,"Standard Class","Consumer","Iowa","Central","Office Supplies","Art",75.96,2,0,22.788,30,"Profit","No Discount (0%)",2016,"Q4"
"CA-2016-128867",2016-11-03,"Standard Class","Consumer","Iowa","Central","Office Supplies","Binders",27.24,6,0,13.3476,49,"Profit","No Discount (0%)",2016,"Q4"
"CA-2014-115259",2014-08-25,"Second Class","Consumer","Ohio","East","Office Supplies","Fasteners",40.096,14,0.2,14.5348,36.25,"Profit","Medium (11-20%)",2014,"Q3"
"CA-2014-115259",2014-08-25,"Second Class","Consumer","Ohio","East","Office Supplies","Envelopes",4.72,2,0.2,1.652,35,"Profit","Medium (11-20%)",2014,"Q3"
"CA-2014-115259",2014-08-25,"Second Class","Consumer","Ohio","East","Office Supplies","Paper",23.976,3,0.2,7.4925,31.25,"Profit","Medium (11-20%)",2014,"Q3"
"CA-2014-115259",2014-08-25,"Second Class","Consumer","Ohio","East","Office Supplies","Envelopes",130.464,6,0.2,44.0316,33.75,"Profit","Medium (11-20%)",2014,"Q3"
"CA-2015-110457",2015-03-02,"Standard Class","Consumer","Washington","West","Furniture","Tables",787.53,3,0,165.3813,21,"Profit","No Discount (0%)",2015,"Q1"
"US-2015-136476",2015-04-05,"Standard Class","Corporate","Tennessee","South","Office Supplies","Binders",157.794,1,0.7,-115.7156,-73.33,"Loss","Very High (31%+)",2015,"Q2"
"CA-2016-103730",2016-06-12,"First Class","Consumer","Delaware","East","Furniture","Furnishings",47.04,3,0,18.3456,39,"Profit","No Discount (0%)",2016,"Q2"
"CA-2016-103730",2016-06-12,"First Class","Consumer","Delaware","East","Office Supplies","Binders",30.84,4,0,13.878,45,"Profit","No Discount (0%)",2016,"Q2"
"CA-2016-103730",2016-06-12,"First Class","Consumer","Delaware","East","Office Supplies","Storage",226.56,6,0,63.4368,28,"Profit","No Discount (0%)",2016,"Q2"
"CA-2016-103730",2016-06-12,"First Class","Consumer","Delaware","East","Office Supplies","Envelopes",115.02,9,0,51.759,45,"Profit","No Discount (0%)",2016,"Q2"
"CA-2016-103730",2016-06-12,"First Class","Consumer","Delaware","East","Technology","Phones",68.04,7,0,19.7316,29,"Profit","No Discount (0%)",2016,"Q2"
"US-2014-152030",2014-12-26,"Second Class","Home Office","Texas","Central","Furniture","Chairs",600.558,3,0.3,-8.5794,-1.43,"Loss","High (21-30%)",2014,"Q4"
"US-2014-134614",2014-09-20,"Standard Class","Consumer","Illinois","Central","Furniture","Tables",617.7,6,0.5,-407.682,-66,"Loss","Very High (31%+)",2014,"Q3"
"US-2017-107272",2017-11-05,"Standard Class","Consumer","Arizona","West","Office Supplies","Binders",2.388,2,0.7,-1.8308,-76.67,"Loss","Very High (31%+)",2017,"Q4"
"US-2017-107272",2017-11-05,"Standard Class","Consumer","Arizona","West","Office Supplies","Storage",243.992,7,0.2,30.499,12.5,"Profit","Medium (11-20%)",2017,"Q4"
"US-2016-125969",2016-11-06,"Second Class","Home Office","California","West","Furniture","Chairs",81.424,2,0.2,-9.1602,-11.25,"Loss","Medium (11-20%)",2016,"Q4"
"US-2016-125969",2016-11-06,"Second Class","Home Office","California","West","Furniture","Furnishings",238.56,3,0,26.2416,11,"Profit","No Discount (0%)",2016,"Q4"
"US-2017-164147",2017-02-02,"First Class","Corporate","Ohio","East","Technology","Phones",59.97,5,0.4,-11.994,-20,"Loss","Very High (31%+)",2017,"Q1"
"US-2017-164147",2017-02-02,"First Class","Corporate","Ohio","East","Office Supplies","Paper",78.304,2,0.2,29.364,37.5,"Profit","Medium (11-20%)",2017,"Q1"
"US-2017-164147",2017-02-02,"First Class","Corporate","Ohio","East","Office Supplies","Fasteners",21.456,9,0.2,6.9732,32.5,"Profit","Medium (11-20%)",2017,"Q1"
"CA-2016-145583",2016-10-13,"Standard Class","Consumer","California","West","Office Supplies","Paper",20.04,3,0,9.6192,48,"Profit","No Discount (0%)",2016,"Q4"
"CA-2016-145583",2016-10-13,"Standard Class","Consumer","California","West","Office Supplies","Paper",35.44,1,0,16.6568,47,"Profit","No Discount (0%)",2016,"Q4"
"CA-2016-145583",2016-10-13,"Standard Class","Consumer","California","West","Office Supplies","Art",11.52,4,0,3.456,30,"Profit","No Discount (0%)",2016,"Q4"
"CA-2016-145583",2016-10-13,"Standard Class","Consumer","California","West","Office Supplies","Fasteners",4.02,2,0,1.9698,49,"Profit","No Discount (0%)",2016,"Q4"
"CA-2016-145583",2016-10-13,"Standard Class","Consumer","California","West","Office Supplies","Binders",76.176,3,0.2,26.6616,35,"Profit","Medium (11-20%)",2016,"Q4"
"CA-2016-145583",2016-10-13,"Standard Class","Consumer","California","West","Office Supplies","Supplies",65.88,6,0,18.4464,28,"Profit","No Discount (0%)",2016,"Q4"
"CA-2016-145583",2016-10-13,"Standard Class","Consumer","California","West","Furniture","Furnishings",43.12,14,0,20.6976,48,"Profit","No Discount (0%)",2016,"Q4"
"CA-2016-110366",2016-09-05,"Second Class","Corporate","Pennsylvania","East","Furniture","Furnishings",82.8,2,0.2,10.35,12.5,"Profit","Medium (11-20%)",2016,"Q3"
"CA-2017-106180",2017-09-18,"Standard Class","Corporate","California","West","Office Supplies","Art",8.82,3,0,2.3814,27,"Profit","No Discount (0%)",2017,"Q3"
"CA-2017-106180",2017-09-18,"Standard Class","Corporate","California","West","Office Supplies","Envelopes",10.86,3,0,5.1042,47,"Profit","No Discount (0%)",2017,"Q3"
"CA-2017-106180",2017-09-18,"Standard Class","Corporate","California","West","Office Supplies","Paper",143.7,3,0,68.976,48,"Profit","No Discount (0%)",2017,"Q3"
"CA-2017-155376",2017-12-22,"Standard Class","Consumer","Missouri","Central","Office Supplies","Appliances",839.43,3,0,218.2518,26,"Profit","No Discount (0%)",2017,"Q4"
"CA-2015-110744",2015-09-07,"Standard Class","Consumer","California","West","Office Supplies","Storage",671.93,7,0,20.1579,3,"Profit","No Discount (0%)",2015,"Q3"
"CA-2014-110072",2014-10-22,"Standard Class","Home Office","Ohio","East","Furniture","Furnishings",93.888,4,0.2,12.9096,13.75,"Profit","Medium (11-20%)",2014,"Q4"
"CA-2016-114489",2016-12-05,"Standard Class","Corporate","Wisconsin","Central","Technology","Phones",384.45,11,0,103.8015,27,"Profit","No Discount (0%)",2016,"Q4"
"CA-2016-114489",2016-12-05,"Standard Class","Corporate","Wisconsin","Central","Technology","Phones",149.97,3,0,5.9988,4,"Profit","No Discount (0%)",2016,"Q4"
"CA-2016-114489",2016-12-05,"Standard Class","Corporate","Wisconsin","Central","Furniture","Chairs",1951.84,8,0,585.552,30,"Profit","No Discount (0%)",2016,"Q4"
"CA-2016-114489",2016-12-05,"Standard Class","Corporate","Wisconsin","Central","Office Supplies","Binders",171.55,5,0,80.6285,47,"Profit","No Discount (0%)",2016,"Q4"
"CA-2016-158834",2016-03-13,"First Class","Home Office","Arizona","West","Office Supplies","Appliances",157.92,5,0.2,17.766,11.25,"Profit","Medium (11-20%)",2016,"Q1"
"CA-2016-158834",2016-03-13,"First Class","Home Office","Arizona","West","Technology","Phones",203.184,2,0.2,15.2388,7.5,"Profit","Medium (11-20%)",2016,"Q1"
"CA-2015-124919",2015-05-31,"First Class","Corporate","California","West","Office Supplies","Paper",58.38,7,0,26.271,45,"Profit","No Discount (0%)",2015,"Q2"
"CA-2015-124919",2015-05-31,"First Class","Corporate","California","West","Office Supplies","Paper",105.52,4,0,48.5392,46,"Profit","No Discount (0%)",2015,"Q2"
"CA-2015-124919",2015-05-31,"First Class","Corporate","California","West","Office Supplies","Storage",80.88,6,0,21.0288,26,"Profit","No Discount (0%)",2015,"Q2"
"CA-2015-118948",2015-05-28,"Standard Class","Home Office","Washington","West","Office Supplies","Art",6.63,3,0,1.7901,27,"Profit","No Discount (0%)",2015,"Q2"
"CA-2014-104269",2014-03-01,"Second Class","Consumer","Washington","West","Furniture","Chairs",457.568,2,0.2,51.4764,11.25,"Profit","Medium (11-20%)",2014,"Q1"
"CA-2016-114104",2016-11-20,"Standard Class","Consumer","Oklahoma","Central","Office Supplies","Labels",14.62,2,0,6.8714,47,"Profit","No Discount (0%)",2016,"Q4"
"CA-2016-114104",2016-11-20,"Standard Class","Consumer","Oklahoma","Central","Technology","Phones",944.93,7,0,236.2325,25,"Profit","No Discount (0%)",2016,"Q4"
"CA-2016-162733",2016-05-11,"First Class","Consumer","California","West","Office Supplies","Paper",5.98,1,0,2.691,45,"Profit","No Discount (0%)",2016,"Q2"
